product_id,product_slug,product_title,short_desc,long_desc,product_type,featured,active,categories,images,variant_id,sku,price,sale_price,sale_start,sale_end,currency,stock,weight,ean,is_digital,variant_active,options,original_images
9,another-nice-phone,"Another nice phone","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.",physical,0,1,Smartphones,images/omid-armin-AGRtDoZlpYw-unsplash.jpg,10,0020,245.00,,,,USD,24,0.000,12345670,0,1,,
10,yet-another-phone,"Yet another phone","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.",physical,0,1,Smartphones,images/mika-baumeister-C4wFBBXRyyE-unsplash.jpg,11,0022,236.00,124.00,,,USD,54,0.000,4012345678901,0,1,,
11,nice-amplifier,"Nice amplifier","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.","Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.Lorem ipsum dolor sit amet consectetur adipisicing elit. Ab ducimus asperiores dolorem sequi nobis animi eveniet possimus vero quam, deleniti modi pariatur reiciendis harum, cumque eaque. Repellendus unde sit consequuntur.",physical,0,1,Amplifiers,images/andrey-matveev-e1qeHVogHkU-unsplash.jpg,12,0035,1145.00,,,,MKD,9,2.000,,0,1,,
12,a-nice-program,"A nice program","A nice program here","Lorem ipsum dolor sit amet consectetur adipisicing elit. Iusto temporibus quia quis quod optio fugit harum blanditiis ipsa cum, totam ducimus consequuntur iste maiores accusantium vitae eos beatae. Magni, fuga?",digital,0,1,Games,images/Program.jpg,13,456456,4564.00,,,,USD,42,0.000,9780201379624,0,1,,
13,tytyud,tyty,rtyrty,rtyrty,digital,0,1,"MS Office",images/powered_by.png,14,43234,1234.00,,,,USD,345,0.000,5901234123457,0,1,,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1907,MH01-L-Black,52.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1908,MH01-L-Gray,52.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Gray,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1909,MH01-L-Orange,52.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Orange,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1910,MH01-M-Black,52.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1911,MH01-M-Gray,52.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Gray,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1912,MH01-M-Orange,52.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Orange,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1913,MH01-S-Black,52.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1914,MH01-S-Gray,52.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Gray,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1915,MH01-S-Orange,52.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Orange,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1916,MH01-XL-Black,52.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1917,MH01-XL-Gray,52.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Gray,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1918,MH01-XL-Orange,52.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Orange,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1919,MH01-XS-Black,52.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Black,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1920,MH01-XS-Gray,52.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Gray,
1908,chaz-kangeroo-hoodie,"Chaz Kangeroo Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts",https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh01-black_main.jpg,1921,MH01-XS-Orange,52.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Orange,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1922,MH02-L-Black,70.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1923,MH02-L-Purple,70.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Purple,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1924,MH02-L-Red,70.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Red,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1925,MH02-M-Black,70.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1926,MH02-M-Purple,70.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Purple,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1927,MH02-M-Red,70.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Red,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1928,MH02-S-Black,70.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1929,MH02-S-Purple,70.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Purple,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1930,MH02-S-Red,70.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Red,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1931,MH02-XL-Black,70.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1932,MH02-XL-Purple,70.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Purple,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1933,MH02-XL-Red,70.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Red,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1934,MH02-XS-Black,70.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Black,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1935,MH02-XS-Purple,70.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Purple,
1909,teton-pullover-hoodie,"Teton Pullover Hoodie",,,physical,0,1,"Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh02-black_back.jpg",1936,MH02-XS-Red,70.00,,,,EUR,100,0.000,,0,1,Size:XS|Color:Red,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1937,MH03-L-Black,63.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Black,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1938,MH03-L-Blue,63.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Blue,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1939,MH03-L-Green,63.00,,,,EUR,100,0.000,,0,1,Size:L|Color:Green,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1940,MH03-M-Black,63.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Black,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1941,MH03-M-Blue,63.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Blue,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1942,MH03-M-Green,63.00,,,,EUR,100,0.000,,0,1,Size:M|Color:Green,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1943,MH03-S-Black,63.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Black,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1944,MH03-S-Blue,63.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Blue,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1945,MH03-S-Green,63.00,,,,EUR,100,0.000,,0,1,Size:S|Color:Green,
1910,bruno-compete-hoodie,"Bruno Compete Hoodie",,,physical,0,1,"Clothing,Eco Friendly,Hoodies & Sweatshirts","https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_main.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_alt1.jpg,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh03-black_back.jpg",1946,MH03-XL-Black,63.00,,,,EUR,100,0.000,,0,1,Size:XL|Color:Black,
